CO_MUNICIPIO;UF;N_EQUIPES;TIPOS;NO_MUNICIPIO;POPULACAO;EQUIPES_POR_100K
280450;SE;2;EMAD II, EMAP;Nossa Senhora da Glória;;
280460;SE;2;EMAD II, EMAP;Nossa Senhora das Dores;;
280480;SE;3;EMAD I, EMAP;Nossa Senhora do Socorro;;
280540;SE;2;EMAD II, EMAP;Poço Redondo;;
280550;SE;2;EMAD II, EMAP;Poço Verde;;
280560;SE;2;EMAD II, EMAP;Porto da Folha;;
280600;SE;1;EMAP-R;Ribeirópolis;;
280620;SE;2;EMAD II, EMAP;Salgado;;
280670;SE;2;EMAD I, EMAP;São Cristóvão;;
280710;SE;2;EMAD I, EMAP;Simão Dias;;
280740;SE;2;EMAD I, EMAP;Tobias Barreto;;
290030;BA;1;EMAP-R;Acajutiba;;
290035;BA;1;EMAP-R;Adustina;;
290070;BA;2;EMAD I, EMAP;Alagoinhas;;
290100;BA;2;EMAD II, EMAP;Amargosa;;
290120;BA;2;EMAD II, EMAP;Anagé;;
290220;BA;1;EMAP-R;Aramari;;
290240;BA;2;EMAD II, EMAP;Aurelino Leal;;
290260;BA;1;EMAP-R;Baixa Grande;;
290265;BA;1;EMAP-R;Banzaê;;
290310;BA;1;EMAP-R;Barra do Rocha;;
290320;BA;3;EMAD I, EMAP;Barreiras;;
290327;BA;1;EMAP-R;Barrocas;;
290340;BA;1;EMAD II;Belmonte;;
290390;BA;2;EMAD I, EMAP;Bom Jesus da Lapa;;
290410;BA;2;EMAD II, EMAP;Boquira;;
290460;BA;2;EMAD I, EMAP;Brumado;;
290470;BA;2;EMAD II, EMAP;Buerarema;;
290520;BA;2;EMAD I, EMAP;Caetité;;
290560;BA;2;EMAD II, EMAP;Camacan;;
290570;BA;4;EMAD I, EMAP;Camaçari;;
290580;BA;2;EMAD II, EMAP;Camamu;;
290590;BA;2;EMAD II, EMAP;Campo Alegre de Lourdes;;
290600;BA;2;EMAD I, EMAP;Campo Formoso;;
290650;BA;2;EMAD I, EMAP;Candeias;;
290680;BA;1;EMAD II;Cansanção;;
290687;BA;2;EMAD II, EMAP;Capim Grosso;;
290690;BA;1;EMAD II;Caravelas;;
290750;BA;2;EMAD I, EMAP;Catu;;
290790;BA;1;EMAP-R;Cipó;;
290800;BA;1;EMAD II;Coaraci;;
290820;BA;2;EMAD II, EMAP;Conceição da Feira;;
290830;BA;1;EMAP-R;Conceição do Almeida;;
290840;BA;2;EMAD I, EMAP;Conceição do Coité;;
290850;BA;2;EMAD II, EMAP;Conceição do Jacuípe;;
290890;BA;2;EMAD II, EMAP;Coração de Maria;;
290930;BA;2;EMAD II, EMAP;Correntina;;
290960;BA;2;EMAD II, EMAP;Crisópolis;;
290980;BA;2;EMAD I, EMAP;Cruz das Almas;;
291005;BA;2;EMAD I, EMAP;Dias d'Ávila;;
291010;BA;2;EMAD II, EMAP;Dom Basílio;;
291050;BA;2;EMAD I, EMAP;Entre Rios;;
291060;BA;2;EMAD II, EMAP;Esplanada;;
291070;BA;2;EMAD I, EMAP;Euclides da Cunha;;
291072;BA;2;EMAD I, EMAP;Eunápolis;;
291080;BA;3;EMAD I, EMAP;Feira de Santana;;
291120;BA;2;EMAD II, EMAP;Gandu;;
291160;BA;2;EMAD II, EMAP;Governador Mangabeira;;
291170;BA;2;EMAD I, EMAP;Guanambi;;
291185;BA;1;EMAP-R;Heliópolis;;
291210;BA;1;EMAD II;Ibicaraí;;
291270;BA;2;EMAD II, EMAP;Ibirapitanga;;
291320;BA;2;EMAD II, EMAP;Ibotirama;;
291360;BA;3;EMAD I, EMAP;Ilhéus;;
291370;BA;2;EMAD I, EMAP;Inhambupe;;
291400;BA;2;EMAD I, EMAP;Ipirá;;
291450;BA;2;EMAD II, EMAP;Irará;;
291465;BA;2;EMAD II, EMAP;Itabela;;
291470;BA;2;EMAD I, EMAP;Itaberaba;;
291480;BA;3;EMAD I, EMAP;Itabuna;;
291490;BA;2;EMAD II, EMAP;Itacaré;;
291560;BA;2;EMAD I, EMAP;Itamaraju;;
291580;BA;2;EMAD II, EMAP;Itambé;;
291600;BA;2;EMAD II, EMAP;Itanhém;;
291610;BA;2;EMAD II, EMAP;Itaparica;;
291700;BA;2;EMAD II, EMAP;Itiúba;;
291710;BA;2;EMAD II, EMAP;Itororó;;
291760;BA;2;EMAD I, EMAP;Jaguaquara;;
291770;BA;2;EMAD II, EMAP;Jaguarari;;
291800;BA;2;EMAD I, EMAP;Jequié;;
291810;BA;2;EMAD I, EMAP;Jeremoabo;;
291840;BA;2;EMAD I, EMAP;Juazeiro;;
291860;BA;2;EMAD II, EMAP;Jussiape;;
291910;BA;1;EMAP-R;Lamarão;;
291920;BA;2;EMAD I, EMAP;Lauro de Freitas;;
291950;BA;2;EMAD I, EMAP;Livramento de Nossa Senhora;;
291955;BA;1;EMAD I;Luís Eduardo Magalhães;;
291980;BA;2;EMAD I, EMAP;Macaúbas;;
292010;BA;2;EMAD II, EMAP;Mairi;;
292050;BA;2;EMAD II, EMAP;Maracás;;
292060;BA;1;EMAD I;Maragogipe;;
292100;BA;2;EMAD I, EMAP;Mata de São João;;
292110;BA;2;EMAD II, EMAP;Medeiros Neto;;
292120;BA;2;EMAD II, EMAP;Miguel Calmon;;
292170;BA;1;EMAD II;Morro do Chapéu;;
292200;BA;2;EMAD I, EMAP;Mucuri;;
292210;BA;1;EMAD II;Mundo Novo;;
292220;BA;1;EMAP;Muniz Ferreira;;
292230;BA;1;EMAD II;Muritiba;;
292290;BA;2;EMAD II, EMAP;Nova Soure;;
292300;BA;2;EMAD I, EMAP;Nova Viçosa;;
292310;BA;2;EMAD II, EMAP;Olindina;;
292320;BA;1;EMAD II;Oliveira dos Brejinhos;;
292360;BA;2;EMAD II, EMAP;Paramirim;;
292370;BA;2;EMAD II, EMAP;Paratinga;;
292380;BA;1;EMAD II;Paripiranga;;
292420;BA;1;EMAP-R;Pedro Alexandre;;
292440;BA;2;EMAD II, EMAP;Pilão Arcado;;
292465;BA;1;EMAP-R;Pintadas;;
292510;BA;2;EMAD I, EMAP;Poções;;
292520;BA;2;EMAD II, EMAP;Pojuca;;
292530;BA;3;EMAD I, EMAP;Porto Seguro;;
292550;BA;2;EMAD II, EMAP;Prado;;
292560;BA;1;EMAP;Presidente Dutra;;
292575;BA;2;EMAD II, EMAP;Presidente Tancredo Neves;;
292595;BA;2;EMAD II, EMAP;Rafael Jambeiro;;
292600;BA;2;EMAD I, EMAP;Remanso;;
292640;BA;2;EMAD II, EMAP;Riacho de Santana;;
292660;BA;2;EMAD I, EMAP;Ribeira do Pombal;;
292740;BA;31;EMAD I, EMAD II, EMAP;Salvador;;
292750;BA;1;EMAD II;Santa Bárbara;;
292760;BA;1;EMAP-R;Santa Brígida;;
292770;BA;1;EMAD II;Santa Cruz Cabrália;;
292800;BA;2;EMAD II, EMAP;Santaluz;;
292810;BA;2;EMAD II, EMAP;Santa Maria da Vitória;;
292840;BA;2;EMAD II, EMAP;Santa Rita de Cássia;;
292860;BA;2;EMAD I, EMAP;Santo Amaro;;
292870;BA;2;EMAD I, EMAP;Santo Antônio de Jesus;;
292880;BA;2;EMAD I, EMAP;Santo Estêvão;;
292895;BA;1;EMAP-R;São Domingos;;
292910;BA;2;EMAD II, EMAP;São Felipe;;
292940;BA;1;EMAP-R;São Miguel das Matas;;
292950;BA;2;EMAD I, EMAP;São Sebastião do Passé;;
292960;BA;1;EMAP-R;Sapeaçu;;
292990;BA;2;EMAD I, EMAP;Seabra;;
293010;BA;2;EMAD I, EMAP;Senhor do Bonfim;;
293015;BA;2;EMAD II, EMAP;Serra do Ramalho;;
293050;BA;2;EMAD I, EMAP;Serrinha;;
293070;BA;2;EMAD I, EMAP;Simões Filho;;
293130;BA;1;EMAD II;Tapiramutá;;
293135;BA;3;EMAD I, EMAP;Teixeira de Freitas;;
293150;BA;2;EMAD II, EMAP;Teofilândia;;
293190;BA;2;EMAD I, EMAP;Tucano;;
293200;BA;1;EMAD II;Uauá;;
293230;BA;2;EMAD II, EMAP;Ubatã;;
293250;BA;2;EMAD II, EMAP;Una;;
293270;BA;2;EMAD II, EMAP;Uruçuca;;
293290;BA;2;EMAD I, EMAP;Valença;;
293300;BA;1;EMAD II;Valente;;
293320;BA;2;EMAD I, EMAP;Vera Cruz;;
293330;BA;2;EMAD I, EMAP;Vitória da Conquista;;
293360;BA;1;EMAD I;Xique-Xique;;
310160;MG;2;EMAD I, EMAP;Alfenas;;
310170;MG;1;EMAD I;Almenara;;
310180;MG;1;EMAP-R;Alpercata;;
310220;MG;1;EMAP-R;Alvarenga;;
310285;MG;1;EMAP;Angelândia;;
310300;MG;1;EMAP-R;Antônio Dias;;
310340;MG;2;EMAD II, EMAP;Araçuaí;;
310350;MG;2;EMAD I, EMAP;Araguari;;
310360;MG;1;EMAP-R;Arantina;;
310470;MG;1;EMAP-R;Ataléia;;
310560;MG;2;EMAD I, EMAP;Barbacena;;
310590;MG;2;EMAD II, EMAP;Barroso;;
310620;MG;32;EMAD I, EMAP;Belo Horizonte;;
310670;MG;7;EMAD I, EMAP;Betim;;
310710;MG;2;EMAD I, EMAP;Boa Esperança;;
310730;MG;2;EMAD I, EMAP;Bocaiúva;;
310740;MG;2;EMAD I, EMAP;Bom Despacho;;
310780;MG;1;EMAP-R;Bom Jesus do Galho;;
310900;MG;2;EMAD I, EMAP;Brumadinho;;
310940;MG;2;EMAD II, EMAP;Buritizeiro;;
311000;MG;2;EMAD I, EMAP;Caeté;;
311080;MG;1;EMAP-R;Campanário;;
311100;MG;2;EMAD II, EMAP;Campestre;;
311110;MG;1;EMAD II;Campina Verde;;
311120;MG;2;EMAD I, EMAP;Campo Belo;;
311170;MG;2;EMAD II, EMAP;Canaã;;
311200;MG;2;EMAD II, EMAP;Candeias;;
311230;MG;2;EMAD II, EMAP;Capelinha;;
311340;MG;2;EMAD I, EMAP;Caratinga;;
311430;MG;1;EMAD II;Carmo do Paranaíba;;
311440;MG;2;EMAD II, EMAP;Carmo do Rio Claro;;
311570;MG;1;EMAP-R;Central de Minas;;
311610;MG;1;EMAP-R;Chapada do Norte;;
311630;MG;1;EMAP-R;Cipotânea;;
311660;MG;1;EMAD II;Cláudio;;
311800;MG;2;EMAD I, EMAP;Congonhas;;
311840;MG;1;EMAD II;Conselheiro Pena;;
311860;MG;10;EMAD I, EMAP;Contagem;;
311880;MG;2;EMAD II, EMAP;Coração de Jesus;;
311920;MG;1;EMAP-R;Coroaci;;
311930;MG;2;EMAD II, EMAP;Coromandel;;
311940;MG;1;EMAD I;Coronel Fabriciano;;
312000;MG;1;EMAP-R;Córrego Novo;;
312020;MG;1;EMAP-R;Cristais;;
312100;MG;2;EMAD II, EMAP;Datas;;
312160;MG;1;EMAD I;Diamantina;;
312220;MG;1;EMAP-R;Divinolândia de Minas;;
312230;MG;3;EMAD I, EMAP;Divinópolis;;
312300;MG;1;EMAP-R;Dores de Campos;;
312430;MG;2;EMAD II, EMAP;Espinosa;;
312490;MG;1;EMAP-R;Eugenópolis;;
312510;MG;2;EMAD II, EMAP;Extrema;;
312520;MG;1;EMAP-R;Fama;;
312590;MG;1;EMAD II;Ferros;;
312650;MG;1;EMAP-R;Francisco Badaró;;
312670;MG;2;EMAD II, EMAP;Francisco Sá;;
312675;MG;1;EMAP-R;Franciscópolis;;
312680;MG;1;EMAP-R;Frei Gaspar;;
312730;MG;1;EMAP-R;Galiléia;;
312737;MG;1;EMAP-R;Goiabeira;;
312770;MG;4;EMAD I, EMAP;Governador Valadares;;
312780;MG;2;EMAD II, EMAP;Grão Mogol;;
312870;MG;1;EMAD I;Guaxupé;;
312890;MG;1;EMAP-R;Guimarânia;;
312900;MG;1;EMAP-R;Guiricema;;
312930;MG;1;EMAP-R;Iapu;;
312980;MG;3;EMAD I, EMAP;Ibirité;;
313090;MG;1;EMAD II;Inhapim;;
313130;MG;4;EMAD I, EMAP;Ipatinga;;
313150;MG;1;EMAP-R;Ipuiúna;;
313170;MG;4;EMAD I, EMAP;Itabira;;
313240;MG;1;EMAD I;Itajubá;;
313250;MG;1;EMAD II;Itamarandiba;;
313270;MG;2;EMAD II, EMAP;Itambacuri;;
313330;MG;2;EMAD II, EMAP;Itaobim;;
313380;MG;1;EMAD I;Itaúna;;
313420;MG;2;EMAD I, EMAP;Ituiutaba;;
313505;MG;2;EMAD II, EMAP;Jaíba;;
313507;MG;1;EMAP-R;Jampruca;;
313510;MG;1;EMAD I;Janaúba;;
313580;MG;2;EMAD II, EMAP;Jequitinhonha;;
313665;MG;1;EMAD II;Juatuba;;
313670;MG;8;EMAD I, EMAP;Juiz de Fora;;
313690;MG;1;EMAP-R;Juruaia;;
313700;MG;1;EMAP-R;Ladainha;;
313760;MG;2;EMAD I, EMAP;Lagoa Santa;;
313840;MG;2;EMAD I, EMAP;Leopoldina;;
313900;MG;2;EMAD I, EMAP;Machado;;
313940;MG;2;EMAD I, EMAP;Manhuaçu;;
313960;MG;2;EMAD II, EMAP;Mantena;;
314070;MG;2;EMAD II, EMAP;Mateus Leme;;
314140;MG;2;EMAD II, EMAP;Medina;;
314180;MG;2;EMAD II, EMAP;Minas Novas;;
314290;MG;1;EMAD II;Monte Azul;;
314310;MG;1;EMAD I;Monte Carmelo;;
314330;MG;5;EMAD I, EMAP;Montes Claros;;
314390;MG;2;EMAD I, EMAP;Muriaé;;
314400;MG;2;EMAD II, EMAP;Mutum;;
314467;MG;1;EMAP-R;Nova Belém;;
314480;MG;2;EMAD I, EMAP;Nova Lima;;
314490;MG;1;EMAP-R;Nova Módica;;
314520;MG;2;EMAD I, EMAP;Nova Serrana;;
314560;MG;1;EMAD I;Oliveira;;
314610;MG;1;EMAD I;Ouro Preto;;
314710;MG;2;EMAD I, EMAP;Pará de Minas;;
314790;MG;2;EMAD I, EMAP;Passos;;
314800;MG;3;EMAD I, EMAP;Patos de Minas;;
314810;MG;2;EMAD I, EMAP;Patrocínio;;
314930;MG;2;EMAD I, EMAP;Pedro Leopoldo;;
314970;MG;2;EMAD II, EMAP;Perdigão;;
315000;MG;1;EMAP-R;Pescador;;
315120;MG;2;EMAD I, EMAP;Pirapora;;
315140;MG;1;EMAD II;Pitangui;;
315170;MG;1;EMAP-R;Poço Fundo;;
315180;MG;3;EMAD I, EMAP;Poços de Caldas;;
315220;MG;2;EMAD II, EMAP;Porteirinha;;
315250;MG;1;EMAD I;Pouso Alegre;;
315280;MG;2;EMAD II, EMAP;Prata;;
315400;MG;2;EMAD II, EMAP;Raul Soares;;
315460;MG;4;EMAD I, EMAP;Ribeirão das Neves;;
315560;MG;2;EMAD II, EMAP;Rio Pardo de Minas;;
315670;MG;2;EMAD I, EMAP;Sabará;;
315700;MG;2;EMAD I, EMAP;Salinas;;
315780;MG;3;EMAD I, EMAP;Santa Luzia;;
315820;MG;1;EMAP-R;Santa Maria do Suaçuí;;
315920;MG;1;EMAP-R;Santa Rita de Caldas;;
315950;MG;1;EMAP-R;Santa Rita do Itueto;;
315960;MG;2;EMAD I, EMAP;Santa Rita do Sapucaí;;
315980;MG;1;EMAD II;Santa Vitória;;
315990;MG;1;EMAD II;Santo Antônio do Amparo;;
316040;MG;2;EMAD II, EMAP;Santo Antônio do Monte;;
316270;MG;2;EMAD II, EMAP;São João do Paraíso;;
316290;MG;1;EMAD II;São João Nepomuceno;;
316370;MG;2;EMAD I, EMAP;São Lourenço;;
316553;MG;2;EMAD II, EMAP;Sarzedo;;
316555;MG;1;EMAP-R;Setubinha;;
316710;MG;1;EMAD II;Serro;;
316770;MG;1;EMAP-R;Sobrália;;
316800;MG;2;EMAD II, EMAP;Taiobeiras;;
316850;MG;2;EMAD II, EMAP;Teixeiras;;
316860;MG;3;EMAD I, EMAP;Teófilo Otoni;;
316870;MG;2;EMAD I, EMAP;Timóteo;;
316900;MG;1;EMAP-R;Tocantins;;
316940;MG;1;EMAD I;Três Pontas;;
316950;MG;1;EMAP-R;Tumiritinga;;
316960;MG;2;EMAD II, EMAP;Tupaciguara;;
316970;MG;1;EMAD II;Turmalina;;
317010;MG;4;EMAD I, EMAP;Uberaba;;
317020;MG;10;EMAD I, EMAP;Uberlândia;;
317065;MG;1;EMAP-R;Vargem Grande do Rio Pardo;;
317070;MG;2;EMAD I, EMAP;Varginha;;
317080;MG;2;EMAD II, EMAP;Várzea da Palma;;
317107;MG;1;EMAP;Veredinha;;
317120;MG;2;EMAD I, EMAP;Vespasiano;;
317130;MG;2;EMAD I, EMAP;Viçosa;;
317150;MG;1;EMAP-R;Mathias Lobato;;
320160;ES;2;EMAD I, EMAP;Conceição da Barra;;
320490;ES;2;EMAD I, EMAP;São Mateus;;
320506;ES;2;EMAD II, EMAP;Venda Nova do Imigrante;;
320520;ES;4;EMAD I, EMAP;Vila Velha;;
330010;RJ;3;EMAD I, EMAP;Angra dos Reis;;
330023;RJ;1;EMAD I;Armação dos Búzios;;
330025;RJ;1;EMAD II;Arraial do Cabo;;
330040;RJ;3;EMAD I, EMAP;Barra Mansa;;
330045;RJ;6;EMAD I, EMAP;Belford Roxo;;
330060;RJ;1;EMAD II;Bom Jesus do Itabapoana;;
330070;RJ;3;EMAD I, EMAP;Cabo Frio;;
330100;RJ;6;EMAD I, EMAP;Campos dos Goytacazes;;
330170;RJ;3;EMAD I, EMAP;Duque de Caxias;;
330185;RJ;1;EMAD I;Guapimirim;;
330190;RJ;4;EMAD I, EMAP;Itaboraí;;
330200;RJ;2;EMAD I, EMAP;Itaguaí;;
330220;RJ;2;EMAD I, EMAP;Itaperuna;;
330225;RJ;2;EMAD II, EMAP;Itatiaia;;
330227;RJ;2;EMAD I, EMAP;Japeri;;
330240;RJ;3;EMAD I, EMAP;Macaé;;
330250;RJ;3;EMAD I, EMAP;Magé;;
330270;RJ;4;EMAD I, EMAP;Maricá;;
330280;RJ;1;EMAP-R;Mendes;;
330285;RJ;3;EMAD I, EMAP;Mesquita;;
330320;RJ;2;EMAD I, EMAP;Nilópolis;;
330340;RJ;2;EMAD I, EMAP;Nova Friburgo;;
330350;RJ;11;EMAD I, EMAP;Nova Iguaçu;;
330360;RJ;2;EMAD I, EMAP;Paracambi;;
330370;RJ;1;EMAD I;Paraíba do Sul;;
330380;RJ;1;EMAD I;Paraty;;
330390;RJ;4;EMAD I, EMAP;Petrópolis;;
330395;RJ;2;EMAD II, EMAP;Pinheiral;;
330400;RJ;2;EMAD II, EMAP;Piraí;;
330420;RJ;2;EMAD I, EMAP;Resende;;
330430;RJ;2;EMAD I, EMAP;Rio Bonito;;
330455;RJ;27;EMAD I, EMAP;Rio de Janeiro;;
330490;RJ;14;EMAD I, EMAP;São Gonçalo;;
330510;RJ;7;EMAD I, EMAP;São João de Meriti;;
330520;RJ;3;EMAD I, EMAP;São Pedro da Aldeia;;
330550;RJ;1;EMAD II;Saquarema;;
330555;RJ;2;EMAD I, EMAP;Seropédica;;
330560;RJ;2;EMAD II, EMAP;Silva Jardim;;
330575;RJ;1;EMAD II;Tanguá;;
330580;RJ;3;EMAD I, EMAP;Teresópolis;;
330600;RJ;2;EMAD I, EMAP;Três Rios;;
330610;RJ;1;EMAD I;Valença;;
330620;RJ;2;EMAD II, EMAP;Vassouras;;
330630;RJ;3;EMAD I, EMAP;Volta Redonda;;
350080;SP;1;EMAP-R;Alfredo Marcondes;;
350100;SP;1;EMAD II;Altinópolis;;
350160;SP;3;EMAD I, EMAP;Americana;;
350170;SP;2;EMAD II, EMAP;Américo Brasiliense;;
350190;SP;1;EMAD I;Amparo;;
350210;SP;2;EMAD I, EMAP;Andradina;;
350250;SP;1;EMAD II;Aparecida;;
350320;SP;1;EMAD I;Araraquara;;
350330;SP;2;EMAD I, EMAP;Araras;;
350390;SP;1;EMAD I;Arujá;;
350400;SP;1;EMAD I;Assis;;
350410;SP;2;EMAD I, EMAP;Atibaia;;
350460;SP;1;EMAD II;Bady Bassitt;;
350550;SP;2;EMAD I, EMAP;Barretos;;
350560;SP;2;EMAD II, EMAP;Barrinha;;
350570;SP;4;EMAD I, EMAP;Barueri;;
350580;SP;1;EMAD II;Bastos;;
350590;SP;2;EMAD I, EMAP;Batatais;;
350600;SP;5;EMAD I, EMAP;Bauru;;
350635;SP;1;EMAD I;Bertioga;;
350660;SP;2;EMAD II, EMAP;Biritiba Mirim;;
350700;SP;2;EMAD I, EMAP;Boituva;;
350760;SP;2;EMAD I, EMAP;Bragança Paulista;;
350780;SP;2;EMAD II, EMAP;Brodowski;;
350840;SP;2;EMAD I, EMAP;Cabreúva;;
350850;SP;2;EMAD I, EMAP;Caçapava;;
350900;SP;2;EMAD I, EMAP;Caieiras;;
350950;SP;15;EMAD I, EMAP;Campinas;;
350960;SP;2;EMAD I, EMAP;Campo Limpo Paulista;;
351050;SP;1;EMAD I;Caraguatatuba;;
351060;SP;3;EMAD I, EMAP;Carapicuíba;;
351100;SP;2;EMAD II, EMAP;Castilho;;
351110;SP;2;EMAD I, EMAP;Catanduva;;
351280;SP;2;EMAD I, EMAP;Cosmópolis;;
351300;SP;4;EMAD I, EMAP;Cotia;;
351340;SP;1;EMAD I;Cruzeiro;;
351350;SP;1;EMAD I;Cubatão;;
351380;SP;3;EMAD I, EMAP;Diadema;;
351500;SP;4;EMAD I, EMAP;Embu das Artes;;
351510;SP;2;EMAD I, EMAP;Embu-Guaçu;;
351518;SP;2;EMAD I, EMAP;Espírito Santo do Pinhal;;
351550;SP;2;EMAD I, EMAP;Fernandópolis;;
351570;SP;3;EMAD I, EMAP;Ferraz de Vasconcelos;;
351580;SP;1;EMAP-R;Flora Rica;;
351620;SP;2;EMAD I, EMAP;Franca;;
351640;SP;2;EMAD I, EMAP;Franco da Rocha;;
351670;SP;2;EMAD I, EMAP;Garça;;
351750;SP;1;EMAD II;Guapiaçu;;
351770;SP;2;EMAD II, EMAP;Guará;;
351830;SP;2;EMAD II, EMAP;Guararema;;
351840;SP;1;EMAD I;Guaratinguetá;;
351870;SP;3;EMAD I, EMAP;Guarujá;;
351880;SP;5;EMAD I, EMAP;Guarulhos;;
351907;SP;3;EMAD I, EMAP;Hortolândia;;
352010;SP;1;EMAD II;Igarapava;;
352030;SP;1;EMAD II;Iguape;;
352040;SP;2;EMAD II, EMAP;Ilhabela;;
352050;SP;3;EMAD I, EMAP;Indaiatuba;;
352060;SP;1;EMAP-R;Indiana;;
352100;SP;1;EMAD II;Iperó;;
352210;SP;2;EMAD I, EMAP;Itanhaém;;
352220;SP;1;EMAD I;Itapecerica da Serra;;
352230;SP;2;EMAD I, EMAP;Itapetininga;;
352240;SP;1;EMAD I;Itapeva;;
352250;SP;2;EMAD I;Itapevi;;
352310;SP;2;EMAD I, EMAP;Itaquaquecetuba;;
352390;SP;3;EMAD I, EMAP;Itu;;
352400;SP;1;EMAD I;Itupeva;;
352410;SP;2;EMAD I, EMAP;Ituverava;;
352430;SP;1;EMAD I;Jaboticabal;;
352440;SP;3;EMAD I, EMAP;Jacareí;;
352470;SP;2;EMAD I, EMAP;Jaguariúna;;
352510;SP;1;EMAD I;Jardinópolis;;
352590;SP;6;EMAD I, EMAP;Jundiaí;;
352620;SP;1;EMAD II;Juquitiba;;
352670;SP;2;EMAD I, EMAP;Leme;;
352690;SP;2;EMAD I, EMAP;Limeira;;
352710;SP;1;EMAD I;Lins;;
352730;SP;2;EMAD I, EMAP;Louveira;;
352840;SP;2;EMAD I, EMAP;Mairinque;;
352850;SP;2;EMAD I, EMAP;Mairiporã;;
352900;SP;3;EMAD I, EMAP;Marília;;
352910;SP;1;EMAP-R;Marinópolis;;
352940;SP;4;EMAD I, EMAP;Mauá;;
353050;SP;2;EMAD I, EMAP;Mococa;;
353060;SP;1;EMAD I;Mogi das Cruzes;;
353070;SP;1;EMAD I;Mogi Guaçu;;
353080;SP;2;EMAD I, EMAP;Mogi Mirim;;
353130;SP;2;EMAD I, EMAP;Monte Alto;;
353300;SP;1;EMAD II;Nova Granada;;
353350;SP;1;EMAD I;Novo Horizonte;;
353390;SP;2;EMAD I, EMAP;Olímpia;;
353420;SP;1;EMAD II;Orindiúva;;
353430;SP;2;EMAD I, EMAP;Orlândia;;
353440;SP;3;EMAD I, EMAP;Osasco;;
353470;SP;2;EMAD I, EMAP;Ourinhos;;
353480;SP;1;EMAP-R;Ouro Verde;;
353520;SP;1;EMAP-R;Palmeira d'Oeste;;
353550;SP;1;EMAD I;Paraguaçu Paulista;;
353580;SP;1;EMAD II;Paranapanema;;
353650;SP;2;EMAD I, EMAP;Paulínia;;
353760;SP;1;EMAD I;Peruíbe;;
353800;SP;1;EMAD I;Pindamonhangaba;;
353860;SP;1;EMAD II;Piracaia;;
353870;SP;6;EMAD I, EMAP;Piracicaba;;
353950;SP;2;EMAD II, EMAP;Pitangueiras;;
353980;SP;1;EMAD I;Poá;;
354020;SP;1;EMAD I;Pontal;;
354060;SP;1;EMAD I;Porto Feliz;;
354100;SP;1;EMAD I;Praia Grande;;
354130;SP;1;EMAD I;Presidente Epitácio;;
354170;SP;1;EMAP-R;Quatá;;
354220;SP;2;EMAD II, EMAP;Rancharia;;
354330;SP;1;EMAD I;Ribeirão Pires;;
354340;SP;7;EMAD I, EMAP;Ribeirão Preto;;
354390;SP;2;EMAD I, EMAP;Rio Claro;;
354520;SP;2;EMAD I, EMAP;Salto;;
354530;SP;1;EMAD I;Salto de Pirapora;;
354580;SP;2;EMAD I, EMAP;Santa Bárbara d'Oeste;;
354640;SP;2;EMAD I, EMAP;Santa Cruz do Rio Pardo;;
354710;SP;1;EMAP-R;Santa Mercedes;;
354730;SP;1;EMAD I;Santana de Parnaíba;;
354780;SP;10;EMAD I, EMAP;Santo André;;
354800;SP;2;EMAD II, EMAP;Santo Antônio de Posse;;
354830;SP;1;EMAP-R;Santo Expedito;;
354850;SP;8;EMAD I, EMAP;Santos;;
354870;SP;6;EMAD I, EMAP;São Bernardo do Campo;;
354880;SP;3;EMAD I, EMAP;São Caetano do Sul;;
354890;SP;3;EMAD I, EMAP;São Carlos;;
354910;SP;1;EMAD I;São João da Boa Vista;;
354940;SP;1;EMAD I;São Joaquim da Barra;;
354970;SP;2;EMAD I, EMAP;São José do Rio Pardo;;
354980;SP;7;EMAD I, EMAP;São José do Rio Preto;;
354995;SP;1;EMAP-R;São Lourenço da Serra;;
355030;SP;82;EMAD I, EMAP;São Paulo;;
355060;SP;2;EMAD I, EMAP;São Roque;;
355100;SP;4;EMAD I, EMAP;São Vicente;;
355150;SP;1;EMAD I;Serrana;;
355160;SP;1;EMAD II;Serra Negra;;
355170;SP;2;EMAD I, EMAP;Sertãozinho;;
355210;SP;2;EMAD II, EMAP;Socorro;;
355220;SP;7;EMAD I, EMAP;Sorocaba;;
355240;SP;2;EMAD I, EMAP;Sumaré;;
355250;SP;2;EMAD I, EMAP;Suzano;;
355280;SP;3;EMAD I, EMAP;Taboão da Serra;;
355370;SP;1;EMAD I;Taquaritinga;;
355400;SP;2;EMAD I, EMAP;Tatuí;;
355410;SP;1;EMAD I;Taubaté;;
355540;SP;1;EMAD I;Ubatuba;;
355580;SP;1;EMAP-R;Urânia;;
355620;SP;2;EMAD I, EMAP;Valinhos;;
355650;SP;1;EMAD I;Várzea Paulista;;
355670;SP;2;EMAD I, EMAP;Vinhedo;;
355700;SP;1;EMAD I;Votorantim;;
355710;SP;2;EMAD I, EMAP;Votuporanga;;
410110;PR;2;EMAD II, EMAP;Andirá;;
410150;PR;1;EMAD I;Arapongas;;
410210;PR;2;EMAD II, EMAP;Astorga;;
410370;PR;1;EMAD I;Cambé;;
410430;PR;1;EMAD I;Campo Mourão;;
410450;PR;2;EMAD II, EMAP;Capanema;;
410480;PR;5;EMAD I, EMAP;Cascavel;;
410540;PR;1;EMAD II;Chopinzinho;;
410550;PR;2;EMAD I, EMAP;Cianorte;;
